,Model,ROC AUC,F1,Params
0,LogisticRegression(),0.76172132700615,0.23537680593518157,"{'C': 1, 'class_weight': 'balanced', 'max_iter': 200}"
1,KNeighborsClassifier(),0.6947015440220007,0.246606334841629,"{'n_neighbors': 55, 'weights': 'uniform'}"
2,DecisionTreeClassifier(),0.6379341334434423,0.1588504658139902,"{'criterion': 'entropy', 'max_depth': 5}"
3,RandomForestClassifier(),0.6687453091187141,0.22578974624546866,"{'max_depth': 10, 'n_estimators': 200}"
4,GradientBoostingClassifier(),0.6584205336670175,0.17513876716330704,"{'learning_rate': 0.05, 'n_estimators': 400}"
5,DummyClassifier(),0.5031387598260801,0.07263922518159806,{'strategy': 'stratified'}
mean,,0.6541102678472343,0.1857335575301958,
