,Model,ROC AUC,F1,Params
0,LogisticRegression(),0.6383293178872319,0.19528286326900876,"{'C': 15, 'class_weight': 'balanced', 'max_iter': 50}"
1,KNeighborsClassifier(),0.5525185771090225,0.14593058656383195,"{'n_neighbors': 40, 'weights': 'uniform'}"
2,DecisionTreeClassifier(),0.6289648182019449,0.23370078740157482,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 5}"
3,RandomForestClassifier(),0.7123040491709426,0.3239989531536247,"{'max_depth': 10, 'n_estimators': 50}"
4,GradientBoostingClassifier(),0.7568600733552978,0.2769716088328076,"{'learning_rate': 0.1, 'n_estimators': 400}"
5,DummyClassifier(),0.5011580142839523,0.06790272092463279,{'strategy': 'stratified'}
mean,,0.6316891416680653,0.20729792002424677,
