,Model,ROC AUC,F1,Params
0,LogisticRegression(),0.3606314864941188,0.08093730208993034,"{'C': 3, 'class_weight': 'None', 'max_iter': 50}"
1,KNeighborsClassifier(),0.45134377872437464,0.07004346372450684,"{'n_neighbors': 60, 'weights': 'uniform'}"
2,DecisionTreeClassifier(),0.3911134792288109,0.10112477662146536,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 10}"
3,RandomForestClassifier(),0.3612606464441158,0.12435705449573542,"{'max_depth': 20, 'n_estimators': 200}"
4,GradientBoostingClassifier(),0.47491621027596587,0.12934832642861838,"{'learning_rate': 0.1, 'n_estimators': 400}"
5,DummyClassifier(),0.4969166640584665,0.06622189276006919,{'strategy': 'stratified'}
mean,,0.42269704420430876,0.09533880268672092,
