,Model,ROC AUC,F1,Params
0,LogisticRegression(),0.5146201043380562,0.12531860662701785,"{'C': 1, 'class_weight': None, 'max_iter': 100}"
1,KNeighborsClassifier(),0.5643919584917574,0.13730101302460201,"{'n_neighbors': 5, 'weights': 'uniform'}"
2,DecisionTreeClassifier(),0.5041622175795766,0.1200672988681554,"{'criterion': 'gini', 'max_depth': None}"
3,RandomForestClassifier(),0.4745106432743768,0.11908886750080205,"{'max_depth': None, 'n_estimators': 100}"
4,GradientBoostingClassifier(),0.49381016020614743,0.12605771316988498,"{'learning_rate': 0.1, 'n_estimators': 100}"
5,DummyClassifier(),0.5061166299050825,0.0697560975609756,{'strategy': 'stratified'}
mean,,0.5096019522991662,0.1162649327919063,
